Id,year,brand,price,distance_travelled(kms),fuel_type,new_and_less_used
1678,2015,Toyota,1651000,81000,Petrol,0
1679,2017,Volvo,3800000,50000,Diesel,0
1680,2013,Tata,140000,10000,Petrol,0
1681,2011,Tata,95000,48405,Petrol,0
1682,2009,Maruti Suzuki,250000,52080,Petrol,0
1683,2018,Maruti Suzuki,915000,62665,Diesel,0
1684,2017,Tata,1330000,49558,Diesel,0
1685,2009,Maruti Suzuki,185000,31632,Petrol,0
1686,2013,Maruti Suzuki,260000,61923,Petrol,0
1687,2016,Hyundai,520000,49899,Petrol,0
1688,2014,Maruti Suzuki,385000,49606,Petrol,0
1689,2014,Volkswagen,680000,57770,Diesel,0
1690,2007,Mercedes-Benz,1290000,68500,Diesel,0
1691,2016,Hyundai,1050000,75106,Diesel,0
1692,2018,Jaguar,4350000,55200,Diesel,0
1693,2015,MINI,2300000,40614,Diesel,0
1694,2019,Maruti Suzuki,710000,12500,Petrol,1
1695,2015,Ford,700000,51985,Petrol,0
1697,2011,Volkswagen,320000,63000,Petrol,0
1698,2014,Volkswagen,400000,67500,Petrol,0
1699,2016,Honda,635000,51000,Petrol,0
1700,2016,Toyota,525000,102000,Diesel,0
1701,2019,Hyundai,750000,53347,Petrol,0
1703,2007,Mercedes-Benz,1290000,68500,Diesel,0
1704,2018,Hyundai,1475000,42000,Diesel,0
1705,2018,Jaguar,4350000,55200,Diesel,0
1706,2019,Maruti Suzuki,710000,12500,Petrol,1
1707,2018,Ford,3000000,27000,Diesel,1
1708,2016,Maruti Suzuki,640000,28000,Petrol,0
1709,2018,Hyundai,360000,33000,Petrol,0
1710,2010,Maruti Suzuki,165000,38000,Petrol,0
1711,2017,Hyundai,999000,49000,Diesel,0
1712,2014,Honda,565000,24010,Petrol,0
1713,2020,Hyundai,1725000,13000,Diesel,1
1714,2014,Mahindra,775000,90000,Diesel,0
1715,2009,Maruti Suzuki,180000,55000,Petrol,0
1716,2012,Toyota,355000,55000,Diesel,0
1717,2012,Maruti Suzuki,575000,56011,Diesel,0
1718,2017,Honda,960000,49000,Petrol,0
1719,2021,Ford,950000,3681,Diesel,1
1720,2015,Hyundai,290000,38000,Petrol,0
1721,2011,Bentley,7500000,36000,Petrol,0
1722,2008,Mahindra-Renault,185000,142522,Diesel,0
1723,1990,Mahindra,325000,18581,Diesel,0
1724,2017,Hyundai,1395000,31028,Diesel,0
